,Household_ID,Vehicle,Calendar_Year,Model_Year,Blind_Make,Blind_Model,Blind_Submodel,Cat1,Cat2,Cat3,Cat4,Cat5,Cat6,Cat7,Cat8,Cat9,Cat10,Cat11,Cat12,OrdCat,Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,NVCat,NVVar1,NVVar2,NVVar3,NVVar4,Claim_Amount
5634,3001,1,2005,2001,BV,BV.8,BV.8.2,B,C,A,A,A,B,C,B,B,A,A,D,4,-0.4007428,-0.2974176,-0.45316140000000005,-0.2756079,-0.26377670000000003,-0.6560130999999999,-1.0090742,-0.5598772,O,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5635,3001,1,2006,2001,BV,BV.8,BV.8.2,B,C,A,A,A,B,C,B,B,B,A,C,4,-0.4007428,-0.2974176,-0.45316140000000005,-0.2756079,-0.26377670000000003,-0.6560130999999999,-1.0090742,-0.5598772,O,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5636,3003,2,2005,1988,AJ,AJ.58,AJ.58.3,D,?,C,?,?,D,?,A,B,A,A,C,5,2.1543801,-0.0380505,1.6063284,-0.10647089999999998,1.4846834999999998,0.7078691,1.1289705,-1.0361774,L,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5637,3003,2,2006,2000,AJ,AJ.58,AJ.58.1,D,C,A,?,?,D,?,A,B,A,B,D,5,2.130275,0.048405199999999995,1.4674863,0.3163716,1.9664022,0.7219055,1.2272713,-0.2311491,L,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,19.07038
5638,3003,3,2005,2000,AJ,AJ.58,AJ.58.1,D,C,A,?,?,D,?,A,B,B,C,B,5,2.130275,0.048405199999999995,1.4674863,0.3163716,1.9664022,0.7219055,1.2272713,-0.2311491,L,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5639,3003,3,2006,1996,AJ,AJ.7,AJ.7.1,G,?,E,A,C,D,A,A,B,A,A,F,4,0.5554195,-0.8161519,-0.0829161,-0.6984504,-0.9655396,0.1487475,1.1658332,-0.5560485,L,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5640,3003,4,2005,1996,AJ,AJ.7,AJ.7.1,G,?,E,A,C,D,A,A,B,A,C,B,4,0.5554195,-0.8161519,-0.0829161,-0.6984504,-0.9655396,0.1487475,1.1658332,-0.5560485,L,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5641,3003,4,2006,2003,AJ,AJ.58,AJ.58.2,D,C,A,?,?,D,?,A,B,B,B,C,5,2.130275,0.6535951999999999,1.6757493000000003,0.8068689,2.043715,0.7452998000000001,1.2395589,0.032489699999999996,L,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5642,3004,1,2005,1998,BH,BH.7,BH.7.1,B,?,A,A,A,B,D,A,B,A,A,D,4,-0.3927078,0.39422809999999997,-0.40688070000000004,0.3163716,0.176312,-0.19865639999999998,-1.0827999,0.5192917,L,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5643,3004,1,2006,1998,BH,BH.7,BH.7.1,B,?,A,A,A,B,D,A,B,B,B,E,4,-0.3927078,0.39422809999999997,-0.40688070000000004,0.3163716,0.176312,-0.19865639999999998,-1.0827999,0.5192917,L,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5644,3004,2,2005,2002,R,R.30,R.30.16,B,C,B,A,A,B,C,B,A,A,F,C,4,-0.4489527,0.048405199999999995,-0.7771260999999999,-0.0219024,-0.35298379999999996,-0.47002920000000004,-0.6281581999999999,0.0516336,L,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5645,3004,2,2006,2002,R,R.30,R.30.16,B,C,B,A,A,B,C,B,A,C,F,E,4,-0.4489527,0.048405199999999995,-0.7771260999999999,-0.0219024,-0.35298379999999996,-0.47002920000000004,-0.6281581999999999,0.0516336,L,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5646,3006,1,2005,1995,X,X.45,X.45.2,B,A,A,A,A,B,C,A,B,A,B,D,4,-0.4810925999999999,-0.8161519,-0.1986177,-0.5293134,0.051421900000000006,-0.5483996999999999,-1.0582247,-0.45978199999999997,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5647,3006,3,2005,2006,K,K.7,K.7.3,B,A,A,A,A,B,C,B,A,A,A,B,2,-0.3927078,-0.7296961999999999,-0.3143194,-0.5800545,-0.1150981,-0.5600969,-0.49299449999999995,-0.337808,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5648,3007,2,2005,2001,K,K.80,K.80.2,D,A,A,?,?,C,?,C,B,A,C,B,4,0.7964689,0.048405199999999995,-1.2862133999999998,-0.0219024,0.7115549,-0.6981227,0.09681089999999999,-0.6173089,F,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5649,3007,2,2006,2001,K,K.80,K.80.2,D,A,A,?,?,C,?,C,B,B,B,D,4,0.7964689,0.048405199999999995,-1.2862133999999998,-0.0219024,0.7115549,-0.6981227,0.09681089999999999,-0.6173089,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5650,3009,1,2005,1996,AJ,AJ.122,AJ.122.3,D,?,E,?,?,C,?,A,B,A,C,B,4,1.0616231000000003,-0.8161519,-0.6151437,-0.6984504,0.42014480000000004,-0.3823009,0.1705366,-1.0226126,E,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5651,3010,1,2005,2002,BW,BW.112,BW.112.0,D,C,A,?,?,D,?,B,B,A,D,C,4,0.5634545,-0.12450619999999998,1.4906267,0.1472346,0.7115549,0.5686734999999999,1.0429572,-0.42882359999999997,F,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5652,3010,1,2006,2002,BW,BW.112,BW.112.0,D,C,A,?,?,D,?,B,B,A,C,C,4,0.5634545,-0.12450619999999998,1.4906267,0.1472346,0.7115549,0.5686734999999999,1.0429572,-0.42882359999999997,F,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5653,3010,2,2005,1998,AQ,AQ.17,AQ.17.1,B,?,A,A,A,D,C,B,B,A,A,C,4,-0.09541369999999999,0.1348609,0.5418729999999999,0.23180309999999998,0.5747706,-0.16824389999999997,-0.8739104999999999,-0.0479147,F,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5654,3010,2,2006,1998,AQ,AQ.17,AQ.17.1,B,?,A,A,A,D,C,B,B,A,A,D,4,-0.09541369999999999,0.1348609,0.5418729999999999,0.23180309999999998,0.5747706,-0.16824389999999997,-0.8739104999999999,-0.0479147,F,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5655,3011,2,2005,1994,AQ,AQ.17,AQ.17.1,B,?,A,A,A,D,C,A,B,C,A,B,4,-0.09541369999999999,-0.2974176,0.35675029999999996,-0.3601764,0.5271934,-0.1612257,-0.8616229,0.16595,K,-0.2315299,-0.2661168,-0.27233720000000006,1.9619883000000002,0.0
5656,3011,2,2006,1994,AQ,AQ.17,AQ.17.1,B,?,A,A,A,D,C,A,B,A,B,D,4,-0.09541369999999999,-0.2974176,0.35675029999999996,-0.3601764,0.5271934,-0.1612257,-0.8616229,0.16595,K,-0.2315299,-0.2661168,-0.27233720000000006,1.9619883000000002,0.0
5657,3012,1,2005,1999,BW,BW.156,BW.156.0,I,C,A,?,?,E,?,B,B,B,B,B,5,1.5678266,1.1723295,1.0741006000000002,1.0774881,1.6868863999999997,1.4775383,1.0552448,0.45748420000000006,F,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5658,3012,1,2006,1999,BW,BW.156,BW.156.0,I,C,A,?,?,E,?,B,B,A,B,B,5,1.5678266,1.1723295,1.0741006000000002,1.0774881,1.6868863999999997,1.4775383,1.0552448,0.45748420000000006,F,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5659,3012,2,2005,1995,AH,AH.7,AH.7.0,D,?,E,?,?,D,?,A,B,A,A,D,4,2.3713245,-0.5567847,1.166662,-0.5293134,1.5976793,0.38268959999999996,0.9692315,-0.4584693,F,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5660,3012,2,2006,1995,AH,AH.7,AH.7.0,D,?,E,?,?,D,?,A,B,A,B,B,4,2.3713245,-0.5567847,1.166662,-0.5293134,1.5976793,0.38268959999999996,0.9692315,-0.4584693,F,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5661,3012,3,2005,1995,AH,AH.7,AH.7.0,D,?,E,?,?,D,?,A,B,B,A,B,4,2.3713245,-0.5567847,1.166662,-0.5293134,1.5976793,0.38268959999999996,0.9692315,-0.4584693,F,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5662,3013,1,2005,2001,AJ,AJ.29,AJ.29.3,I,C,A,?,?,C,?,A,B,B,C,C,4,-0.7141069,0.2386078,-0.45316140000000005,0.1641483,-1.0785353000000002,-0.5308541,0.5268774,-0.12230239999999999,O,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5663,3014,2,2006,1990,BV,BV.24,BV.24.3,B,?,D,A,A,B,C,A,B,B,A,B,4,-0.09541369999999999,-0.3838733,0.1253469,-0.44474490000000005,0.3071491,-0.3437005,-0.9967867,-0.5937893,K,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5664,3014,3,2005,1990,BV,BV.24,BV.24.3,B,?,D,A,A,B,C,A,B,A,B,E,4,-0.09541369999999999,-0.3838733,0.1253469,-0.44474490000000005,0.3071491,-0.3437005,-0.9967867,-0.5937893,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5665,3014,4,2006,2003,Y,Y.29,Y.29.0,B,C,A,A,A,D,C,B,B,B,A,D,4,-0.11951860000000002,-0.12450619999999998,0.2179083,-0.1910394,0.5271934,-0.2314083,-0.6650210999999999,-0.1316009,K,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5666,3014,5,2006,1990,BV,BV.24,BV.24.3,B,?,D,A,A,B,C,A,B,B,B,B,4,-0.09541369999999999,-0.3838733,0.1253469,-0.44474490000000005,0.3071491,-0.3437005,-0.9967867,-0.5937893,K,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5667,3015,1,2005,2002,AJ,AJ.40,AJ.40.2,I,C,A,?,?,B,?,A,A,B,B,C,4,0.1376007,0.3077724,0.009645299999999999,0.23180309999999998,-0.0972567,0.6739475,1.0675324,0.3076149,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5668,3016,1,2005,2001,BH,BH.18,BH.18.5,B,C,F,A,A,B,C,A,B,A,A,C,2,-0.6658970999999999,-0.8161519,-0.8234068000000001,-0.7491915,-0.1983581,-0.6501645,-0.8616229,-0.5279343000000001,N,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5669,3016,1,2006,2001,BH,BH.18,BH.18.5,B,C,F,A,A,B,C,A,B,A,E,B,2,-0.6658970999999999,-0.8161519,-0.8234068000000001,-0.7491915,-0.1983581,-0.6501645,-0.8616229,-0.5279343000000001,N,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5670,3016,2,2005,2001,BF,BF.44,BF.44.2,F,C,A,C,A,B,?,A,B,B,A,C,4,-0.6658970999999999,0.1867344,-0.40688070000000004,0.1472346,-0.013996600000000001,-0.672389,-1.1073751,-0.2989732,N,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5671,3016,2,2006,2001,BF,BF.44,BF.44.2,F,C,A,C,A,B,?,A,B,A,F,D,4,-0.6658970999999999,0.1867344,-0.40688070000000004,0.1472346,-0.013996600000000001,-0.672389,-1.1073751,-0.2989732,N,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5672,3017,1,2005,2003,AO,AO.7,AO.7.6,F,C,A,C,A,C,?,A,B,B,D,C,2,-0.7141069,-1.0409367,-1.2399328,-1.0874654,-0.9774339,-1.3859123,-0.9353485999999999,-0.5287,L,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5673,3017,1,2006,2003,AO,AO.7,AO.7.6,F,C,A,C,A,C,?,A,B,A,A,D,2,-0.7141069,-1.0409367,-1.2399328,-1.0874654,-0.9774339,-1.3859123,-0.9353485999999999,-0.5287,L,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,108.8026
5674,3018,1,2005,1999,AU,AU.58,AU.58.1,B,B,A,A,A,C,C,A,B,B,B,C,2,-0.9792611999999999,-0.8161519,-1.2630731000000002,-0.8675874,-1.1974782,-1.4666222,-1.0090742,-0.7530665,K,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5675,3019,1,2005,1999,K,K.65,K.65.5,G,C,A,A,C,D,A,B,B,C,A,D,4,0.1777756,0.11756980000000002,0.3104696,0.1472346,0.1406291,0.20840279999999997,0.5637403,0.1600427,F,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5676,3019,1,2006,1999,K,K.65,K.65.5,G,C,A,A,C,D,A,B,B,A,A,F,4,0.1777756,0.11756980000000002,0.3104696,0.1472346,0.1406291,0.20840279999999997,0.5637403,0.1600427,F,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5677,3019,2,2005,2001,K,K.7,K.7.1,B,A,A,A,A,B,C,C,B,B,A,B,2,-0.5453724,-0.9371898999999999,-0.45316140000000005,-0.9859833,-0.15672809999999998,-0.688765,-0.9353485999999999,-0.282783,F,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5678,3019,2,2006,2001,K,K.7,K.7.1,B,A,A,A,A,B,C,C,B,B,B,D,2,-0.5453724,-0.9371898999999999,-0.45316140000000005,-0.9859833,-0.15672809999999998,-0.688765,-0.9353485999999999,-0.282783,F,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5679,3021,1,2005,1987,AJ,AJ.58,AJ.58.3,D,?,C,?,?,D,?,A,B,B,A,B,5,2.1543801,-0.0380505,1.6063284,-0.10647089999999998,1.4846834999999998,0.5277335999999999,1.1289705,-1.0325674,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5680,3021,1,2006,1987,AJ,AJ.58,AJ.58.3,D,?,C,?,?,D,?,A,B,A,B,B,5,2.1543801,-0.0380505,1.6063284,-0.10647089999999998,1.4846834999999998,0.5277335999999999,1.1289705,-1.0325674,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5681,3023,2,2005,2003,W,W.28,W.28.7,I,A,A,?,?,C,?,A,B,A,A,D,4,-1.4934998,0.048405199999999995,-1.2399328,0.06266609999999999,-2.1252327,-0.4115437,1.0060943000000002,-0.5287,L,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5682,3024,2,2005,1988,AJ,AJ.54,AJ.54.1,D,?,C,?,?,D,?,A,B,A,D,B,5,0.386685,-0.0380505,1.6063284,-0.10647089999999998,0.176312,0.30665840000000005,1.3624351000000001,-1.0045626,O,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5683,3025,1,2005,2004,BW,BW.156,BW.156.0,I,C,F,?,?,E,?,B,A,A,A,E,5,1.447302,1.8639752,1.5831879,1.7540361,1.6749921000000003,1.5910002,1.5836121,1.6367483999999999,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5684,3025,1,2006,2004,BW,BW.156,BW.156.0,I,C,F,?,?,E,?,B,A,A,A,B,5,1.447302,1.8639752,1.5831879,1.7540361,1.6749921000000003,1.5910002,1.5836121,1.6367483999999999,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5685,3026,1,2005,2003,BW,BW.157,BW.157.1,I,C,F,?,?,E,?,B,A,B,B,B,5,1.447302,1.6910638,1.5600476,1.5848991000000001,1.6749921000000003,1.7968693,1.559037,1.8479877,O,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5686,3026,1,2006,2003,BW,BW.157,BW.157.1,I,C,F,?,?,E,?,B,A,C,B,C,5,1.447302,1.6910638,1.5600476,1.5848991000000001,1.6749921000000003,1.7968693,1.559037,1.8479877,O,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5687,3027,1,2005,2004,AJ,AJ.59,AJ.59.2,D,C,A,?,?,D,?,A,B,A,B,B,5,1.6481763999999999,0.6535951999999999,1.5831879,0.8068689,1.5976793,1.6448068999999998,1.2764218,0.1922045,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5688,3028,2,2005,2002,BF,BF.36,BF.36.4,B,C,A,A,A,C,C,A,B,A,A,C,2,-0.5614424,-0.9544811,-1.0779504999999998,-1.002897,-0.9952753000000001,-1.1110303,-0.82476,-0.8399251,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5689,3028,2,2006,2002,BF,BF.36,BF.36.4,B,C,A,A,A,C,C,A,B,B,B,B,2,-0.5614424,-0.9544811,-1.0779504999999998,-1.002897,-0.9952753000000001,-1.1110303,-0.82476,-0.8399251,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5690,3030,1,2005,1999,BO,BO.44,BO.44.2,D,A,A,?,?,D,?,A,B,A,C,B,5,2.1463451,1.0858738000000001,1.6757493000000003,0.9929196,1.9604551,1.2143536,1.0921077,-0.0410229,O,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5691,3030,1,2006,1999,BO,BO.44,BO.44.2,D,A,A,?,?,D,?,A,B,B,A,B,5,2.1463451,1.0858738000000001,1.6757493000000003,0.9929196,1.9604551,1.2143536,1.0921077,-0.0410229,O,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5692,3030,2,2005,2004,BP,BP.6,BP.6.0,B,A,B,A,A,B,C,A,B,A,F,B,2,-0.4569876,-0.8507341999999999,-0.1291967,-0.9014148000000001,-0.317301,-0.3600764,-0.8861981,-0.6501271,O,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5693,3030,2,2006,2004,BP,BP.6,BP.6.0,B,A,B,A,A,B,C,A,B,A,A,C,2,-0.4569876,-0.8507341999999999,-0.1291967,-0.9014148000000001,-0.317301,-0.3600764,-0.8861981,-0.6501271,O,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5694,3032,2,2006,1996,L,L.49,L.49.1,F,?,A,C,A,C,?,B,B,C,A,D,2,-0.6337571999999999,-1.1619747999999999,-1.0779504999999998,-1.2058613,-0.5432924,-1.0619025,-1.1688132,-1.2469791000000001,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5695,3032,3,2006,1995,BH,BH.18,BH.18.2,B,?,A,A,A,B,C,A,B,A,B,B,2,-0.6658970999999999,-1.2311393,-0.9159681000000001,-0.8506736999999999,-0.24593520000000002,-0.9730046,-1.1811008,-0.2046759,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5696,3032,4,2006,1996,L,L.49,L.49.1,F,?,A,C,A,C,?,B,B,A,C,B,2,-0.6337571999999999,-1.1619747999999999,-1.0779504999999998,-1.2058613,-0.5432924,-1.0619025,-1.1688132,-1.2469791000000001,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5697,3032,5,2006,1999,BH,BH.18,BH.18.5,B,A,F,A,A,B,C,A,B,B,A,F,4,-0.6658970999999999,0.048405199999999995,-0.8234068000000001,0.06266609999999999,-0.1983581,-0.7507596,-0.8616229,-0.1918768,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5698,3033,1,2005,1998,AU,AU.58,AU.58.0,B,?,A,A,A,C,C,A,B,A,A,D,2,-0.9792611999999999,-1.2484305,-1.2630731000000002,-1.2904298,-1.1915311000000002,-1.4596040000000001,-1.0090742,-0.6796634,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5699,3033,1,2006,1998,AU,AU.58,AU.58.0,B,?,A,A,A,C,C,A,B,A,B,D,2,-0.9792611999999999,-1.2484305,-1.2630731000000002,-1.2904298,-1.1915311000000002,-1.4596040000000001,-1.0090742,-0.6796634,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5700,3033,2,2005,1999,AJ,AJ.129,AJ.129.1,G,C,A,A,C,E,A,A,B,A,B,C,4,0.7000491,-0.7642785,1.0509603,-0.8168463,0.5807177,0.15459610000000001,0.4162889,0.34185509999999997,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5701,3033,2,2006,1999,AJ,AJ.129,AJ.129.1,G,C,A,A,C,E,A,A,B,A,C,B,4,0.7000491,-0.7642785,1.0509603,-0.8168463,0.5807177,0.15459610000000001,0.4162889,0.34185509999999997,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5702,3033,3,2006,1999,AJ,AJ.129,AJ.129.1,G,C,B,A,C,E,A,A,B,B,B,D,4,0.7000491,0.2213167,1.0509603,0.1472346,0.5807177,0.15459610000000001,0.4162889,0.34185509999999997,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5703,3035,1,2006,2002,AU,AU.11,AU.11.3,B,C,B,A,A,B,C,A,B,B,B,E,4,-0.2962881,1.1723295,-0.40688070000000004,1.1620566,0.0216862,-0.43142870000000005,-0.7878972,0.2555435,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5704,3035,2,2006,2003,AJ,AJ.48,AJ.48.1,D,C,A,?,?,D,?,A,B,B,A,B,5,2.130275,1.0858738000000001,1.6294686999999999,1.1620566,2.0675037,1.2494448,1.3747227,0.5925854,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5705,3035,3,2006,2006,AJ,AJ.48,AJ.48.1,D,C,A,?,?,D,?,A,B,A,E,B,5,2.130275,1.0858738000000001,1.5831879,1.8386046000000003,1.9545078000000002,1.8588638,1.3255723,0.8677106,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5706,3037,1,2005,2002,BT,BT.43,BT.43.7,A,C,B,A,A,B,C,C,A,A,B,E,4,-0.40877779999999997,0.4806838,-0.9391084000000001,0.40094009999999997,-0.7633367,-0.32381540000000003,-0.923061,1.0393493,L,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5707,3037,1,2006,2002,BT,BT.43,BT.43.7,A,C,B,A,A,B,C,C,A,C,A,D,4,-0.40877779999999997,0.4806838,-0.9391084000000001,0.40094009999999997,-0.7633367,-0.32381540000000003,-0.923061,1.0393493,L,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5708,3037,2,2005,2001,K,K.86,K.86.3,D,A,A,?,?,D,?,C,B,A,F,D,5,1.3107073999999999,0.9129624,0.7269956,0.9083511000000001,1.5679436000000002,0.5862191999999999,0.9815190999999999,-0.0140026,L,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5709,3037,2,2006,2001,K,K.86,K.86.3,D,A,A,?,?,D,?,C,B,A,A,B,5,1.3107073999999999,0.9129624,0.7269956,0.9083511000000001,1.5679436000000002,0.5862191999999999,0.9815190999999999,-0.0140026,L,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5710,3038,1,2005,1999,BO,BO.44,BO.44.2,D,A,A,?,?,D,?,A,B,A,A,D,5,2.1463451,1.0858738000000001,1.6757493000000003,0.9929196,1.9604551,1.2143536,1.0921077,-0.0410229,J,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5711,3038,2,2005,1997,Q,Q.22,Q.22.4,B,?,A,A,A,E,C,A,B,A,A,D,5,0.1938455,0.048405199999999995,1.3286443000000001,0.3163716,1.2289563000000001,0.2458335,-0.7264590999999999,-0.0446329,J,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5712,3038,3,2005,2000,BW,BW.132,BW.132.0,D,C,A,?,?,E,?,B,B,B,C,D,5,2.5320239,1.950431,1.4906267,1.8386046000000003,2.162658,2.2203042999999996,1.4361608000000001,0.5930231,J,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5713,3038,4,2005,2003,AN,AN.16,AN.16.3,F,B,B,C,A,C,?,A,B,A,F,C,4,-0.9953312,-0.107215,-0.6382840999999999,-0.1741257,-1.0785353000000002,-0.7566082,-1.2794018,-0.44435749999999996,J,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5714,3038,5,2005,2004,BW,BW.126,BW.126.0,D,C,A,?,?,E,?,B,B,B,A,D,5,3.2953467000000005,1.950431,1.7683107,2.261447,2.7395308,2.6963763,1.6573378,1.3118491,J,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5715,3039,1,2005,1997,AJ,AJ.58,AJ.58.2,D,?,A,?,?,D,?,A,B,A,E,D,4,2.130275,0.2213167,1.4674863,0.3163716,1.7641993000000002,0.5359216,1.2272713,-0.6829451,E,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5716,3039,1,2006,1997,AJ,AJ.58,AJ.58.2,D,?,A,?,?,D,?,A,B,A,A,B,4,2.130275,0.2213167,1.4674863,0.3163716,1.7641993000000002,0.5359216,1.2272713,-0.6829451,E,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5717,3040,1,2005,1999,L,L.29,L.29.1,B,C,A,A,A,D,C,B,B,A,A,E,4,-0.11951860000000002,0.2213167,0.1484873,0.23180309999999998,0.3309377,-0.2817058,-0.984499,-0.09331310000000001,O,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5718,3040,1,2006,1999,L,L.29,L.29.1,B,C,A,A,A,D,C,B,B,A,A,B,4,-0.11951860000000002,0.2213167,0.1484873,0.23180309999999998,0.3309377,-0.2817058,-0.984499,-0.09331310000000001,O,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5719,3040,2,2006,2006,O,O.19,O.19.0,F,C,B,B,A,C,?,A,B,B,A,E,2,-0.8667715,-0.5567847,-0.9622487,-0.6138819000000001,-1.1142181999999998,-0.9975685,-0.9599238000000001,-0.11628569999999999,O,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5720,3041,1,2005,2003,AJ,AJ.58,AJ.58.2,D,C,A,?,?,D,?,A,B,A,B,D,5,2.130275,0.6535951999999999,1.6757493000000003,0.8068689,2.043715,0.7452998000000001,1.2395589,0.032489699999999996,O,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5721,3041,1,2006,2003,AJ,AJ.58,AJ.58.2,D,C,A,?,?,D,?,A,B,A,B,D,5,2.130275,0.6535951999999999,1.6757493000000003,0.8068689,2.043715,0.7452998000000001,1.2395589,0.032489699999999996,O,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5722,3042,1,2005,1999,M,M.16,M.16.2,B,A,A,A,A,C,C,B,B,A,E,C,2,-0.7703518,-1.0928102,-1.2399328,-1.1382066000000002,-0.8525439,-1.5297866000000002,-1.0950875,-0.946584,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5723,3042,1,2006,1999,M,M.16,M.16.2,B,A,A,A,A,C,C,B,B,A,A,C,2,-0.7703518,-1.0928102,-1.2399328,-1.1382066000000002,-0.8525439,-1.5297866000000002,-1.0950875,-0.946584,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
5724,3042,2,2005,1999,AJ,AJ.52,AJ.52.1,D,C,A,?,?,D,?,A,B,A,B,D,5,0.6357693,0.8265066999999999,1.4674863,1.1620566,0.8602334999999999,0.2493426,1.2272713,-0.5478439,M,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0.0
